Sl.No,Fiber Volume Fraction (%),Ply Thickness (mm),Load (N),ModelingPly.1.ply_angle,ModelingPly.2.ply_angle,ModelingPly.3.ply_angle,ModelingPly.4.ply_angle,ModelingPly.5.ply_angle,ModelingPly.6.ply_angle,Laminate Family,E1,E2,E3,G12,G23,G31,nu12,nu13,nu23,Equivalent Stress Maximum (MPa),Shear Stress Maximum-XY [MPa],Normal Stress Maximum-X [MPa],Normal Stress  Maximum-Y[MPa],Equivalent Elastic Strain Maximum (mm/mm),Shear Elastic Strain Maximum-XY [mm mm^-1],Normal Elastic Strain Maximum-X [mm mm^-1],Normal Elastic Strain Maximum-Y[mm mm^-1],Total Deformation Maximum (mm),Inverse Reserve Factor Maximum,Fail Status,Plate Length (mm),Plate Width (mm),Nx_true (N/mm),Ny_true (N/mm),Nxy_true (N/mm)
1452,59.6,0.2,4458,0,45,-45,90,90,-45,Quasi-Isotropic,138494.0,10354.0,10354.0,16617.2,9970.32,16617.2,0.2606,0.2606,0.33232,394.286,86.146893,275.784085,139.749322,0.005633,0.00137,0.004428,0.002131,0.8449,1.627,No Fail,150.0,100.0,44.58,0.0,0.0
1453,59.7,0.2,3574,0,45,-45,90,90,-45,Quasi-Isotropic,138720.5,10365.5,10365.5,16642.9,9985.74,16642.9,0.26045,0.26045,0.33224,367.726,81.680529,255.37347,131.73803,0.005253,0.001282,0.004141,0.001985,0.78798,1.551,No Fail,150.0,100.0,35.74,0.0,0.0
1454,59.8,0.2,3942,0,45,-45,90,90,-45,Quasi-Isotropic,138947.0,10377.0,10377.0,16668.6,10001.159999999998,16668.6,0.2603,0.2603,0.33216,336.258,75.907154,231.908287,121.730712,0.004804,0.001178,0.003797,0.001812,0.72055,1.461,No Fail,150.0,100.0,39.42,0.0,0.0
1455,59.9,0.2,1599,0,45,-45,90,90,-45,Quasi-Isotropic,139173.5,10388.5,10388.5,16694.3,10016.58,16694.3,0.26015,0.26015,0.33208,60.0,13.758652,41.105357,21.942602,0.000857,0.000211,0.000679,0.000323,0.12857,0.671,FAIL,150.0,100.0,15.99,0.0,0.0
1456,60.0,0.2,4816,0,45,-45,90,90,-45,Quasi-Isotropic,139400.0,10400.0,10400.0,16720.0,10032.0,16720.0,0.26,0.26,0.332,453.907,105.671379,308.987861,167.633008,0.006484,0.001603,0.005148,0.002435,0.97266,1.797,No Fail,150.0,100.0,48.16,0.0,0.0
1457,60.1,0.2,3471,0,45,-45,90,90,-45,Quasi-Isotropic,139626.5,10411.5,10411.5,16745.7,10047.42,16745.7,0.25985,0.25985,0.33192,308.873,72.95316,208.986323,115.147377,0.004412,0.001095,0.00351,0.001652,0.66187,1.382,No Fail,150.0,100.0,34.71,0.0,0.0
1458,60.2,0.2,4958,0,45,-45,90,90,-45,Quasi-Isotropic,139853.0,10423.0,10423.0,16771.4,10062.84,16771.4,0.2597,0.2597,0.33184,532.375,127.474605,358.151495,200.253241,0.007605,0.001896,0.006059,0.00284,1.1408,2.021,No Fail,150.0,100.0,49.58,0.0,0.0
1459,60.3,0.2,3223,0,45,-45,90,90,-45,Quasi-Isotropic,140079.5,10434.5,10434.5,16797.1,10078.259999999998,16797.1,0.25955,0.25955,0.33176,240.94,58.437163,161.223506,91.400186,0.003442,0.000862,0.002746,0.001282,0.5163,1.188,No Fail,150.0,100.0,32.23,0.0,0.0
1460,60.4,0.2,3217,0,45,-45,90,90,-45,Quasi-Isotropic,140306.0,10446.0,10446.0,16822.8,10093.679999999998,16822.8,0.2594,0.2594,0.33168,308.897,75.817286,205.671159,118.113675,0.004413,0.001109,0.003525,0.001638,0.66192,1.383,No Fail,150.0,100.0,32.17,0.0,0.0
1461,60.5,0.2,2314,0,45,-45,90,90,-45,Quasi-Isotropic,140532.5,10457.5,10457.5,16848.5,10109.1,16848.5,0.25925,0.25925,0.3316,226.871,56.296228,150.369233,87.391829,0.003241,0.000818,0.002591,0.001199,0.48615,1.148,No Fail,150.0,100.0,23.14,0.0,0.0
1462,60.6,0.2,3343,0,45,-45,90,90,-45,Quasi-Isotropic,140759.0,10469.0,10469.0,16874.2,10124.52,16874.2,0.2591,0.2591,0.33152,334.851,83.915809,221.024974,129.865029,0.004784,0.001212,0.003826,0.001763,0.71754,1.457,No Fail,150.0,100.0,33.43,0.0,0.0
1463,60.7,0.2,4713,0,45,-45,90,90,-45,Quasi-Isotropic,140985.5,10480.5,10480.5,16899.9,10139.94,16899.9,0.25895,0.25895,0.3314399999999999,525.434,132.839194,345.553853,205.040074,0.007506,0.00191,0.006005,0.002756,1.12593,2.001,No Fail,150.0,100.0,47.13,0.0,0.0
1464,60.8,0.2,1957,0,45,-45,90,90,-45,Quasi-Isotropic,141212.0,10492.0,10492.0,16925.6,10155.36,16925.6,0.2588,0.2588,0.33136,170.63,43.469465,111.857884,66.953955,0.002438,0.000623,0.00195,0.000891,0.36564,0.988,FAIL,150.0,100.0,19.57,0.0,0.0
1465,60.9,0.2,4716,0,45,-45,90,90,-45,Quasi-Isotropic,141438.5,10503.5,10503.5,16951.3,10170.78,16951.3,0.25865,0.25865,0.33128,439.855,112.784169,287.572271,173.436857,0.006284,0.001612,0.005025,0.002288,0.94255,1.757,No Fail,150.0,100.0,47.16,0.0,0.0
1466,61.0,0.2,2633,0,45,-45,90,90,-45,Quasi-Isotropic,141665.0,10515.0,10515.0,16977.0,10186.2,16977.0,0.2584999999999999,0.2584999999999999,0.3312,174.593,45.003958,113.896142,69.130896,0.002494,0.000642,0.001993,0.000904,0.37413,0.999,FAIL,150.0,100.0,26.33,0.0,0.0
1467,61.1,0.2,3553,0,45,-45,90,90,-45,Quasi-Isotropic,141891.5,10526.5,10526.5,17002.7,10201.62,17002.7,0.2583499999999999,0.2583499999999999,0.3311199999999999,383.746,99.31572,249.915943,152.474849,0.005482,0.001417,0.004378,0.001978,0.82231,1.596,No Fail,150.0,100.0,35.53,0.0,0.0
1468,61.2,0.2,4210,0,45,-45,90,90,-45,Quasi-Isotropic,142118.0,10538.0,10538.0,17028.4,10217.04,17028.4,0.2582,0.2582,0.33104,355.167,92.175178,231.034854,141.509532,0.005074,0.001316,0.004047,0.001822,0.76107,1.515,No Fail,150.0,100.0,42.1,0.0,0.0
1469,61.3,0.2,4512,0,45,-45,90,90,-45,Quasi-Isotropic,142344.5,10549.5,10549.5,17054.1,10232.46,17054.1,0.25805,0.25805,0.33096,399.903,103.942903,259.970323,159.65838,0.005713,0.001488,0.004551,0.002041,0.85694,1.643,No Fail,150.0,100.0,45.12,0.0,0.0
1470,61.4,0.2,2808,0,45,-45,90,90,-45,Quasi-Isotropic,142571.0,10561.0,10561.0,17079.8,10247.88,17079.8,0.2579,0.2579,0.33088,181.641,47.223859,118.069582,72.613411,0.002595,0.000678,0.002064,0.000922,0.38923,1.019,No Fail,150.0,100.0,28.08,0.0,0.0
1471,61.5,0.2,2885,0,45,-45,90,90,-45,Quasi-Isotropic,142797.5,10572.5,10572.5,17105.5,10263.3,17105.5,0.25775,0.25775,0.3308,193.119,50.156606,125.584261,77.245588,0.002759,0.000724,0.00219,0.000975,0.41383,1.052,No Fail,150.0,100.0,28.85,0.0,0.0
1472,61.6,0.2,2556,0,45,-45,90,90,-45,Quasi-Isotropic,143024.0,10584.0,10584.0,17131.2,10278.72,17131.2,0.2576,0.2576,0.33072,254.618,65.977811,165.735477,101.826878,0.003637,0.000958,0.00288,0.001279,0.54561,1.227,No Fail,150.0,100.0,25.56,0.0,0.0
1473,61.7,0.2,2051,0,45,-45,90,90,-45,Quasi-Isotropic,143250.5,10595.5,10595.5,17156.9,10294.14,17156.9,0.25745,0.25745,0.33064,189.777,49.001867,123.712655,75.826453,0.002711,0.000716,0.002142,0.000948,0.40667,1.042,No Fail,150.0,100.0,20.51,0.0,0.0
1474,61.8,0.2,4271,0,45,-45,90,90,-45,Quasi-Isotropic,143477.0,10607.0,10607.0,17182.6,10309.56,17182.6,0.2573,0.2573,0.3305599999999999,358.731,92.184894,234.319483,143.097015,0.005125,0.001359,0.004038,0.001781,0.76871,1.525,No Fail,150.0,100.0,42.71,0.0,0.0
1475,61.9,0.2,3772,0,45,-45,90,90,-45,Quasi-Isotropic,143703.5,10618.5,10618.5,17208.3,10324.98,17208.3,0.25715,0.25715,0.33048,297.376,75.960831,194.730856,118.341049,0.004248,0.00113,0.003337,0.001468,0.63723,1.35,No Fail,150.0,100.0,37.72,0.0,0.0
1476,62.0,0.2,4891,0,45,-45,90,90,-45,Quasi-Isotropic,143930.0,10630.0,10630.0,17234.0,10340.4,17234.0,0.257,0.257,0.3304,525.968,133.388815,345.455854,208.662235,0.007514,0.002005,0.005884,0.002581,1.12707,2.003,No Fail,150.0,100.0,48.91,0.0,0.0
1477,62.1,0.2,4751,0,45,-45,90,90,-45,Quasi-Isotropic,144156.5,10641.5,10641.5,17259.7,10355.82,17259.7,0.25685,0.25685,0.33032,446.888,112.391493,294.54041,176.616204,0.006384,0.001709,0.004982,0.002179,0.95762,1.777,No Fail,150.0,100.0,47.51,0.0,0.0
1478,62.2,0.2,2281,0,45,-45,90,90,-45,Quasi-Isotropic,144383.0,10653.0,10653.0,17285.4,10371.24,17285.4,0.2567,0.2567,0.33024,139.321,34.70901,92.188538,54.814363,0.00199,0.000534,0.001547,0.000675,0.29854,0.898,FAIL,150.0,100.0,22.81,0.0,0.0
1479,62.3,0.2,2114,0,45,-45,90,90,-45,Quasi-Isotropic,144609.5,10664.5,10664.5,17311.1,10386.659999999998,17311.1,0.25655,0.25655,0.33016,142.974,35.246073,95.022067,55.961197,0.002042,0.00055,0.001582,0.000688,0.30637,0.908,FAIL,150.0,100.0,21.14,0.0,0.0
1480,62.4,0.2,3910,0,45,-45,90,90,-45,Quasi-Isotropic,144836.0,10676.0,10676.0,17336.8,10402.08,17336.8,0.2564,0.2564,0.33008,392.351,95.613156,262.019145,152.676395,0.005605,0.001514,0.004324,0.001877,0.84075,1.621,No Fail,150.0,100.0,39.1,0.0,0.0
1481,62.5,0.2,4051,0,45,-45,90,90,-45,Quasi-Isotropic,145062.5,10687.5,10687.5,17362.5,10417.5,17362.5,0.25625,0.25625,0.33,430.827,103.686826,289.21843,166.568356,0.006155,0.001667,0.004728,0.002048,0.9232,1.731,No Fail,150.0,100.0,40.51,0.0,0.0
1482,62.6,0.2,4820,0,45,-45,90,90,-45,Quasi-Isotropic,145289.0,10699.0,10699.0,17388.2,10432.92,17388.2,0.2561,0.2561,0.32992,424.599,100.831629,286.635655,163.003815,0.006066,0.001647,0.004638,0.002005,0.90985,1.713,No Fail,150.0,100.0,48.2,0.0,0.0
1483,62.7,0.2,4980,0,45,-45,90,90,-45,Quasi-Isotropic,145515.5,10710.5,10710.5,17413.9,10448.34,17413.9,0.25595,0.25595,0.32984,510.607,119.551638,346.75161,194.529028,0.007294,0.001986,0.005552,0.002395,1.09416,1.959,No Fail,150.0,100.0,49.8,0.0,0.0
1484,62.8,0.2,1613,0,45,-45,90,90,-45,Quasi-Isotropic,145742.0,10722.0,10722.0,17439.6,10463.759999999998,17439.6,0.2558,0.2558,0.32976,60.0,13.840855,41.001912,22.672095,0.000857,0.000234,0.000649,0.00028,0.12857,0.671,FAIL,150.0,100.0,16.13,0.0,0.0
1485,62.9,0.2,4724,0,45,-45,90,90,-45,Quasi-Isotropic,145968.5,10733.5,10733.5,17465.3,10479.179999999998,17465.3,0.25565,0.25565,0.32968,454.549,103.245033,312.667915,170.27208,0.006494,0.001777,0.004894,0.002104,0.97403,1.799,No Fail,150.0,100.0,47.24,0.0,0.0
1486,63.0,0.2,2273,0,45,-45,90,90,-45,Quasi-Isotropic,146195.0,10745.0,10745.0,17491.0,10494.6,17491.0,0.2555,0.2555,0.3296,116.672,26.080246,80.804441,43.306032,0.001667,0.000457,0.00125,0.000537,0.25001,0.833,FAIL,150.0,100.0,22.73,0.0,0.0
1487,63.1,0.2,4778,0,45,-45,90,90,-45,Quasi-Isotropic,146421.5,10756.5,10756.5,17516.7,10510.02,17516.7,0.2553499999999999,0.2553499999999999,0.32952,465.543,102.374303,324.711707,171.149565,0.006651,0.001828,0.004961,0.002127,0.99759,1.83,No Fail,150.0,100.0,47.78,0.0,0.0
1488,63.2,0.2,4109,0,45,-45,90,90,-45,Quasi-Isotropic,146648.0,10768.0,10768.0,17542.4,10525.44,17542.4,0.2552,0.2552,0.3294399999999999,436.167,94.330733,306.444096,158.758975,0.006231,0.001716,0.004622,0.001979,0.93464,1.746,No Fail,150.0,100.0,41.09,0.0,0.0
1489,63.3,0.2,4938,0,45,-45,90,90,-45,Quasi-Isotropic,146874.5,10779.5,10779.5,17568.1,10540.86,17568.1,0.25505,0.25505,0.32936,524.04,111.448581,370.937735,188.788736,0.007486,0.002066,0.005523,0.002362,1.12294,1.997,No Fail,150.0,100.0,49.38,0.0,0.0
1490,63.4,0.2,4599,0,45,-45,90,90,-45,Quasi-Isotropic,147101.0,10791.0,10791.0,17593.8,10556.28,17593.8,0.2549,0.2549,0.32928,491.688,102.827823,350.694659,175.269741,0.007024,0.001942,0.005153,0.002202,1.05362,1.905,No Fail,150.0,100.0,45.99,0.0,0.0
1491,63.5,0.2,3981,0,45,-45,90,90,-45,Quasi-Isotropic,147327.5,10802.5,10802.5,17619.5,10571.7,17619.5,0.25475,0.25475,0.3292,427.119,87.850852,307.003476,150.617595,0.006102,0.00169,0.004451,0.001901,0.91525,1.72,No Fail,150.0,100.0,39.81,0.0,0.0
1492,63.6,0.2,4603,0,45,-45,90,90,-45,Quasi-Isotropic,147554.0,10814.0,10814.0,17645.2,10587.12,17645.2,0.2546,0.2546,0.3291199999999999,435.702,88.164623,315.629693,151.969078,0.006224,0.001726,0.004514,0.001926,0.93365,1.745,No Fail,150.0,100.0,46.03,0.0,0.0
1493,63.7,0.2,2428,0,45,-45,90,90,-45,Quasi-Isotropic,147780.5,10825.5,10825.5,17670.9,10602.54,17670.9,0.25445,0.25445,0.32904,197.794,39.393616,144.418103,68.229764,0.002826,0.000785,0.002038,0.000869,0.42384,1.065,No Fail,150.0,100.0,24.28,0.0,0.0
1494,63.8,0.2,1737,0,45,-45,90,90,-45,Quasi-Isotropic,148007.0,10837.0,10837.0,17696.6,10617.96,17696.6,0.2542999999999999,0.2542999999999999,0.32896,138.529,27.172611,101.949067,47.258592,0.001979,0.00055,0.001419,0.000605,0.29685,0.896,FAIL,150.0,100.0,17.37,0.0,0.0
1495,63.9,0.2,1878,0,45,-45,90,90,-45,Quasi-Isotropic,148233.5,10848.5,10848.5,17722.3,10633.38,17722.3,0.25415,0.25415,0.32888,154.576,29.884831,114.662179,52.152457,0.002208,0.000615,0.001574,0.000671,0.33123,0.942,FAIL,150.0,100.0,18.78,0.0,0.0
1496,64.0,0.2,2851,0,45,-45,90,90,-45,Quasi-Isotropic,148460.0,10860.0,10860.0,17748.0,10648.8,17748.0,0.254,0.254,0.3288,301.94,57.591315,225.747987,100.760249,0.004313,0.001202,0.003056,0.001302,0.64701,1.363,No Fail,150.0,100.0,28.51,0.0,0.0
1497,64.1,0.2,4892,0,45,-45,90,90,-45,Quasi-Isotropic,148686.49999999997,10871.499999999998,10871.499999999998,17773.699999999997,10664.219999999998,17773.699999999997,0.25385,0.25385,0.32872,459.113,86.488934,345.959932,151.564669,0.006559,0.00183,0.00462,0.001968,0.98381,1.812,No Fail,150.0,100.0,48.92,0.0,0.0
1498,64.2,0.2,3226,0,45,-45,90,90,-45,Quasi-Isotropic,148913.0,10883.0,10883.0,17799.4,10679.64,17799.4,0.2537,0.2537,0.32864,240.948,44.885926,182.978076,78.70759,0.003442,0.000961,0.00241,0.001027,0.51632,1.188,No Fail,150.0,100.0,32.26,0.0,0.0
1499,64.3,0.2,3411,0,45,-45,90,90,-45,Quasi-Isotropic,149139.5,10894.5,10894.5,17825.1,10695.06,17825.1,0.25355,0.25355,0.3285599999999999,323.885,59.748181,247.851568,104.721431,0.004627,0.001293,0.003221,0.001373,0.69404,1.425,No Fail,150.0,100.0,34.11,0.0,0.0
1500,64.4,0.2,3178,0,45,-45,90,90,-45,Quasi-Isotropic,149366.0,10906.0,10906.0,17850.8,10710.48,17850.8,0.2533999999999999,0.2533999999999999,0.32848,329.214,60.230175,253.833693,105.400449,0.004703,0.001315,0.003255,0.001388,0.70546,1.441,No Fail,150.0,100.0,31.78,0.0,0.0
1501,64.5,0.2,3778,0,30,-30,-30,30,0,Balanced,149592.5,10917.5,10917.5,17876.5,10725.9,17876.5,0.25325,0.25325,0.3284,325.207,59.101628,252.601475,103.143678,0.004646,0.0013,0.003198,0.001364,0.69687,1.429,No Fail,150.0,100.0,37.78,0.0,0.0
1502,64.6,0.2,2069,0,30,-30,-30,30,0,Balanced,149818.99999999997,10928.999999999998,10928.999999999998,17902.199999999997,10741.319999999998,17902.199999999997,0.2531,0.2531,0.32832,132.149,23.897218,103.387987,41.542711,0.001888,0.000528,0.001292,0.000552,0.28318,0.878,FAIL,150.0,100.0,20.69,0.0,0.0
1503,64.7,0.2,4460,0,30,-30,-30,30,0,Balanced,150045.5,10940.5,10940.5,17927.9,10756.74,17927.9,0.25295,0.25295,0.32824,510.694,92.057112,402.358383,159.220563,0.007296,0.002043,0.004967,0.002122,1.09434,1.959,No Fail,150.0,100.0,44.6,0.0,0.0
1504,64.8,0.2,2616,0,30,-30,-30,30,0,Balanced,150272.0,10952.0,10952.0,17953.6,10772.159999999998,17953.6,0.2528,0.2528,0.32816,250.396,45.07391,198.624521,77.474846,0.003577,0.001002,0.002422,0.001035,0.53656,1.215,No Fail,150.0,100.0,26.16,0.0,0.0
1505,64.9,0.2,1760,0,30,-30,-30,30,0,Balanced,150498.5,10963.5,10963.5,17979.3,10787.58,17979.3,0.25265,0.25265,0.32808,60.0,10.805545,47.908062,18.437142,0.000857,0.00024,0.000577,0.000247,0.12857,0.671,FAIL,150.0,100.0,17.6,0.0,0.0
1506,65.0,0.2,2814,0,30,-30,-30,30,0,Balanced,150725.0,10975.0,10975.0,18005.0,10803.0,18005.0,0.2525,0.2525,0.3279999999999999,291.144,52.552637,233.941821,88.919668,0.004159,0.001164,0.002788,0.001194,0.62388,1.332,No Fail,150.0,100.0,28.14,0.0,0.0
1507,40.0,0.2,3415,0,30,-30,-30,30,0,Balanced,94100.0,8100.0,8100.0,11580.0,6948.0,11580.0,0.29,0.29,0.348,296.017,53.650603,239.299984,89.932174,0.004229,0.001184,0.002821,0.00121,0.63432,1.346,No Fail,150.0,100.0,34.15,0.0,0.0
1508,40.1,0.2,1826,0,30,-30,-30,30,0,Balanced,94326.5,8111.5,8111.5,11605.7,6963.42,11605.7,0.28985,0.28985,0.34792,74.896,13.653497,60.895747,22.654047,0.00107,0.000299,0.00071,0.000305,0.16049,0.714,FAIL,150.0,100.0,18.26,0.0,0.0
1509,40.2,0.2,3648,0,30,-30,-30,30,0,Balanced,94553.0,8123.0,8123.0,11631.4,6978.839999999999,11631.4,0.2897,0.2897,0.34784,342.769,62.955894,280.221834,103.317566,0.004897,0.001369,0.003237,0.001391,0.73451,1.479,No Fail,150.0,100.0,36.48,0.0,0.0
1510,40.3,0.2,1608,0,30,-30,-30,30,0,Balanced,94779.5,8134.499999999999,8134.499999999999,11657.1,6994.26,11657.1,0.28955,0.28955,0.3477599999999999,99.843,18.50468,82.045325,30.018268,0.001426,0.000398,0.000939,0.000404,0.21395,0.785,FAIL,150.0,100.0,16.08,0.0,0.0
1511,40.4,0.2,2077,0,30,-30,-30,30,0,Balanced,95006.0,8146.0,8146.0,11682.8,7009.679999999999,11682.8,0.2894,0.2894,0.34768,101.016,18.919616,83.4104,30.32307,0.001443,0.000403,0.000946,0.000408,0.21646,0.789,FAIL,150.0,100.0,20.77,0.0,0.0
1512,40.5,0.2,2050,0,30,-30,-30,30,0,Balanced,95232.5,8157.5,8157.5,11708.5,7025.099999999999,11708.5,0.28925,0.28925,0.3476,104.174,19.742937,86.404434,31.252373,0.001488,0.000415,0.000972,0.000419,0.22323,0.798,FAIL,150.0,100.0,20.5,0.0,0.0
1513,40.6,0.2,2219,0,30,-30,-30,30,0,Balanced,95459.0,8169.0,8169.0,11734.2,7040.52,11734.2,0.2890999999999999,0.2890999999999999,0.34752,224.889,43.177828,187.300799,67.493274,0.003213,0.000895,0.002092,0.000904,0.48191,1.143,No Fail,150.0,100.0,22.19,0.0,0.0
1514,40.7,0.2,3940,0,30,-30,-30,30,0,Balanced,95685.5,8180.5,8180.5,11759.9,7055.94,11759.9,0.28895,0.28895,0.3474399999999999,430.526,83.825472,359.922724,129.385842,0.00615,0.001712,0.003991,0.001728,0.92256,1.73,No Fail,150.0,100.0,39.4,0.0,0.0
1515,40.8,0.2,4055,0,30,-30,-30,30,0,Balanced,95912.0,8192.0,8192.0,11785.6,7071.36,11785.6,0.2888,0.2888,0.34736,377.942,74.689766,317.039479,113.848896,0.005399,0.001501,0.003494,0.001515,0.80988,1.58,No Fail,150.0,100.0,40.55,0.0,0.0
1516,40.9,0.2,2485,0,30,-30,-30,30,0,Balanced,96138.5,8203.5,8203.5,11811.3,7086.78,11811.3,0.2886499999999999,0.2886499999999999,0.34728,237.728,47.717863,200.024498,71.84765,0.003396,0.000943,0.002192,0.000952,0.50942,1.179,No Fail,150.0,100.0,24.85,0.0,0.0
1517,41.0,0.2,1674,0,30,-30,-30,30,0,Balanced,96365.0,8215.0,8215.0,11837.0,7102.2,11837.0,0.2885,0.2885,0.3472,138.958,28.345506,117.228814,42.173939,0.001985,0.00055,0.001279,0.000556,0.29777,0.897,FAIL,150.0,100.0,16.74,0.0,0.0
1518,41.1,0.2,4439,0,30,-30,-30,30,0,Balanced,96591.5,8226.5,8226.5,11862.7,7117.62,11862.7,0.28835,0.28835,0.34712,445.333,92.353118,376.542766,135.849455,0.006362,0.00176,0.00409,0.001781,0.95428,1.772,No Fail,150.0,100.0,44.39,0.0,0.0
1519,41.2,0.2,2763,0,30,-30,-30,30,0,Balanced,96818.0,8238.0,8238.0,11888.4,7133.04,11888.4,0.2882,0.2882,0.34704,286.773,60.474091,242.9264,88.001255,0.004097,0.001132,0.00263,0.001147,0.61451,1.319,No Fail,150.0,100.0,27.63,0.0,0.0
1520,41.3,0.2,2531,0,30,-30,-30,30,0,Balanced,97044.5,8249.5,8249.5,11914.1,7148.46,11914.1,0.28805,0.28805,0.3469599999999999,223.018,47.826488,189.19514,68.8988,0.003186,0.000878,0.002042,0.000892,0.4779,1.137,No Fail,150.0,100.0,25.31,0.0,0.0
1521,41.4,0.2,3601,0,30,-30,-30,30,0,Balanced,97271.0,8261.0,8261.0,11939.8,7163.879999999999,11939.8,0.2879,0.2879,0.34688,328.28,71.588153,278.787458,102.17785,0.00469,0.00129,0.003004,0.001315,0.70346,1.438,No Fail,150.0,100.0,36.01,0.0,0.0
1522,41.5,0.2,1590,0,30,-30,-30,30,0,Balanced,97497.5,8272.5,8272.5,11965.5,7179.3,11965.5,0.28775,0.28775,0.3468,133.19,29.528956,113.183544,41.794375,0.001903,0.000522,0.001218,0.000534,0.28541,0.881,FAIL,150.0,100.0,15.9,0.0,0.0
1523,41.6,0.2,2521,0,30,-30,-30,30,0,Balanced,97724.0,8284.0,8284.0,11991.200000000004,7194.720000000001,11991.200000000004,0.2875999999999999,0.2875999999999999,0.34672,254.164,57.269888,216.038946,80.456192,0.003631,0.000995,0.002324,0.00102,0.54464,1.226,No Fail,150.0,100.0,25.21,0.0,0.0
1524,41.7,0.2,4453,0,30,-30,-30,30,0,Balanced,97950.5,8295.5,8295.5,12016.9,7210.14,12016.9,0.28745,0.28745,0.34664,508.778,116.461084,432.390277,162.558245,0.007268,0.001986,0.004652,0.002046,1.09024,1.954,No Fail,150.0,100.0,44.53,0.0,0.0
1525,41.8,0.2,2891,0,30,-30,-30,30,0,Balanced,98177.0,8307.0,8307.0,12042.6,7225.56,12042.6,0.2873,0.2873,0.34656,283.431,65.871356,240.739817,91.44689,0.004049,0.001104,0.002593,0.001142,0.60735,1.31,No Fail,150.0,100.0,28.91,0.0,0.0
1526,41.9,0.2,3814,0,30,-30,-30,30,0,Balanced,98403.5,8318.5,8318.5,12068.3,7240.98,12068.3,0.2871499999999999,0.2871499999999999,0.3464799999999999,376.892,88.874167,319.811761,122.844028,0.005384,0.001464,0.003451,0.001522,0.80763,1.577,No Fail,150.0,100.0,38.14,0.0,0.0
1527,42.0,0.2,3404,0,30,-30,-30,30,0,Balanced,98630.0,8330.0,8330.0,12094.0,7256.4,12094.0,0.287,0.287,0.3464,375.476,89.768245,318.171689,123.673906,0.005364,0.001455,0.003442,0.00152,0.80459,1.573,No Fail,150.0,100.0,34.04,0.0,0.0
1528,42.1,0.2,4599,0,30,-30,-30,30,0,Balanced,98856.5,8341.5,8341.5,12119.700000000004,7271.8200000000015,12119.700000000004,0.28685,0.28685,0.3463199999999999,514.207,124.536522,434.956103,171.200252,0.007346,0.001987,0.004721,0.002088,1.10187,1.969,No Fail,150.0,100.0,45.99,0.0,0.0
1529,42.2,0.2,3060,0,30,-30,-30,30,0,Balanced,99083.0,8353.0,8353.0,12145.4,7287.240000000001,12145.4,0.2867,0.2867,0.34624,297.042,72.811246,250.715627,99.985103,0.004243,0.001144,0.002732,0.00121,0.63652,1.349,No Fail,150.0,100.0,30.6,0.0,0.0
1530,42.3,0.2,3128,0,30,-30,-30,30,0,Balanced,99309.5,8364.5,8364.5,12171.1,7302.66,12171.1,0.2865499999999999,0.2865499999999999,0.3461599999999999,318.915,79.040916,268.48792,108.540824,0.004556,0.001225,0.00294,0.001304,0.68339,1.411,No Fail,150.0,100.0,31.28,0.0,0.0
1531,42.4,0.2,2440,0,30,-30,-30,30,0,Balanced,99536.0,8376.0,8376.0,12196.8,7318.079999999999,12196.8,0.2864,0.2864,0.34608,236.929,59.311719,198.878124,81.537371,0.003385,0.000908,0.002189,0.000973,0.50771,1.177,No Fail,150.0,100.0,24.4,0.0,0.0
1532,42.5,0.2,4133,0,30,-30,-30,30,0,Balanced,99762.5,8387.5,8387.5,12222.5,7333.5,12222.5,0.28625,0.28625,0.346,470.969,118.955979,394.017767,163.885846,0.006728,0.001798,0.004364,0.001941,1.00922,1.846,No Fail,150.0,100.0,41.33,0.0,0.0
1533,42.6,0.2,1800,0,30,-30,-30,30,0,Balanced,99989.0,8399.0,8399.0,12248.2,7348.92,12248.2,0.2861,0.2861,0.34592,100.696,25.632138,83.932371,35.426974,0.001439,0.000383,0.000936,0.000417,0.21578,0.788,FAIL,150.0,100.0,18.0,0.0,0.0
1534,42.7,0.2,3395,0,30,-30,-30,30,0,Balanced,100215.5,8410.5,8410.5,12273.9,7364.340000000001,12273.9,0.28595,0.28595,0.34584,342.461,87.751182,284.292299,121.798135,0.004892,0.001299,0.003194,0.001424,0.73385,1.478,No Fail,150.0,100.0,33.95,0.0,0.0
1535,42.8,0.2,3564,0,30,-30,-30,30,0,Balanced,100442.0,8422.0,8422.0,12299.6,7379.76,12299.6,0.2858,0.2858,0.34576,284.76,73.361302,235.351416,102.358825,0.004068,0.001077,0.002665,0.00119,0.6102,1.314,No Fail,150.0,100.0,35.64,0.0,0.0
1536,42.9,0.2,4443,0,30,-30,-30,30,0,Balanced,100668.5,8433.5,8433.5,12325.3,7395.179999999999,12325.3,0.2856499999999999,0.2856499999999999,0.34568,448.038,115.908464,368.543174,162.728084,0.006401,0.001688,0.00421,0.001882,0.96008,1.78,No Fail,150.0,100.0,44.43,0.0,0.0
1537,43.0,0.2,2965,0,30,-30,-30,30,0,Balanced,100895.0,8445.0,8445.0,12351.0,7410.599999999999,12351.0,0.2855,0.2855,0.3456,228.498,59.28608,187.002993,83.828718,0.003264,0.000858,0.002156,0.000964,0.48964,1.153,No Fail,150.0,100.0,29.65,0.0,0.0
