Sl.No,Fiber Volume Fraction (%),Ply Thickness (mm),Load (N),ModelingPly.1.ply_angle,ModelingPly.2.ply_angle,ModelingPly.3.ply_angle,ModelingPly.4.ply_angle,ModelingPly.5.ply_angle,ModelingPly.6.ply_angle,Laminate Family,Equivalent Stress Maximum (MPa),Equivalent Elastic Strain Maximum (mm/mm),Total Deformation Maximum (mm),Inverse Reserve Factor Maximum,Fail Status
723,62.0,0.2,4340,45,-45,45,-45,45,-45,Angle-Ply,364.519,0.005207,0.78111,1.541,No Fail
724,62.1,0.2,4217,45,-45,45,-45,45,-45,Angle-Ply,412.585,0.005894,0.88411,1.679,No Fail
725,62.2,0.2,2527,45,-45,45,-45,45,-45,Angle-Ply,187.492,0.002678,0.40177,1.036,No Fail
726,62.3,0.2,2198,45,-45,45,-45,45,-45,Angle-Ply,196.669,0.00281,0.42143,1.062,No Fail
727,62.4,0.2,4767,45,-45,45,-45,45,-45,Angle-Ply,474.288,0.006776,1.01633,1.855,No Fail
728,62.5,0.2,4962,45,-45,45,-45,45,-45,Angle-Ply,444.227,0.006346,0.95191,1.769,No Fail
729,62.6,0.2,2387,45,-45,45,-45,45,-45,Angle-Ply,163.105,0.00233,0.34951,0.966,FAIL
730,62.7,0.2,2169,45,-45,45,-45,45,-45,Angle-Ply,116.882,0.00167,0.25046,0.834,FAIL
731,62.8,0.2,4233,45,-45,45,-45,45,-45,Angle-Ply,382.605,0.005466,0.81987,1.593,No Fail
732,62.9,0.2,2662,45,-45,45,-45,45,-45,Angle-Ply,157.961,0.002257,0.33849,0.951,FAIL
733,63.0,0.2,2788,45,-45,45,-45,45,-45,Angle-Ply,251.668,0.003595,0.53929,1.219,No Fail
734,63.1,0.2,4102,45,-45,45,-45,45,-45,Angle-Ply,310.906,0.004442,0.66623,1.388,No Fail
735,63.2,0.2,2853,45,-45,45,-45,45,-45,Angle-Ply,175.531,0.002508,0.37614,1.002,No Fail
736,63.3,0.2,3237,45,-45,45,-45,45,-45,Angle-Ply,208.403,0.002977,0.44658,1.095,No Fail
737,63.4,0.2,4735,45,-45,45,-45,45,-45,Angle-Ply,421.657,0.006024,0.90355,1.705,No Fail
738,63.5,0.2,4304,45,-45,45,-45,45,-45,Angle-Ply,372.752,0.005325,0.79875,1.565,No Fail
739,63.6,0.2,1776,45,-45,45,-45,45,-45,Angle-Ply,77.31,0.001104,0.16566,0.721,FAIL
740,63.7,0.2,4378,45,-45,45,-45,45,-45,Angle-Ply,371.78,0.005311,0.79667,1.562,No Fail
741,63.8,0.2,2624,45,-45,45,-45,45,-45,Angle-Ply,188.507,0.002693,0.40394,1.039,No Fail
742,63.9,0.2,3813,45,-45,45,-45,45,-45,Angle-Ply,367.18,0.005245,0.78681,1.549,No Fail
743,64.0,0.2,3609,45,-45,45,-45,45,-45,Angle-Ply,320.689,0.004581,0.68719,1.416,No Fail
744,64.1,0.2,3914,45,-45,45,-45,45,-45,Angle-Ply,340.711,0.004867,0.73009,1.473,No Fail
745,64.2,0.2,1648,45,-45,45,-45,45,-45,Angle-Ply,104.043,0.001486,0.22295,0.797,FAIL
746,64.3,0.2,2734,45,-45,45,-45,45,-45,Angle-Ply,165.303,0.002361,0.35422,0.972,FAIL
747,64.4,0.2,2461,45,-45,45,-45,45,-45,Angle-Ply,121.982,0.001743,0.26139,0.849,FAIL
748,64.5,0.2,4818,45,-45,45,-45,45,-45,Angle-Ply,378.465,0.005407,0.811,1.581,No Fail
749,64.6,0.2,3731,45,-45,45,-45,45,-45,Angle-Ply,358.875,0.005127,0.76902,1.525,No Fail
750,64.7,0.2,4304,45,-45,45,-45,45,-45,Angle-Ply,389.577,0.005565,0.83481,1.613,No Fail
751,64.8,0.2,4835,45,-45,45,-45,45,-45,Angle-Ply,412.778,0.005897,0.88452,1.679,No Fail
752,64.9,0.2,3627,45,-45,45,-45,45,-45,Angle-Ply,340.242,0.004861,0.72909,1.472,No Fail
753,65.0,0.2,1622,45,-45,45,-45,45,-45,Angle-Ply,60.0,0.000857,0.12857,0.671,FAIL
754,40.0,0.2,4225,45,-45,45,-45,45,-45,Angle-Ply,413.018,0.0059,0.88504,1.68,No Fail
755,40.1,0.2,2840,45,-45,45,-45,45,-45,Angle-Ply,231.155,0.003302,0.49533,1.16,No Fail
756,40.2,0.2,3618,45,-45,45,-45,45,-45,Angle-Ply,293.463,0.004192,0.62885,1.338,No Fail
757,40.3,0.2,4821,45,-45,45,-45,45,-45,Angle-Ply,411.317,0.005876,0.88139,1.675,No Fail
758,40.4,0.2,4171,45,-45,45,-45,45,-45,Angle-Ply,374.268,0.005347,0.802,1.569,No Fail
759,40.5,0.2,3353,45,-45,45,-45,45,-45,Angle-Ply,264.152,0.003774,0.56604,1.255,No Fail
760,40.6,0.2,3773,45,-45,45,-45,45,-45,Angle-Ply,328.546,0.004694,0.70403,1.439,No Fail
761,40.7,0.2,1897,45,-45,45,-45,45,-45,Angle-Ply,141.926,0.002028,0.30413,0.906,FAIL
762,40.8,0.2,3247,45,-45,45,-45,45,-45,Angle-Ply,235.186,0.00336,0.50397,1.172,No Fail
763,40.9,0.2,3466,45,-45,45,-45,45,-45,Angle-Ply,296.518,0.004236,0.63539,1.347,No Fail
764,41.0,0.2,2411,45,-45,45,-45,45,-45,Angle-Ply,196.118,0.002802,0.42025,1.06,No Fail
765,41.1,0.2,4987,45,-45,45,-45,45,-45,Angle-Ply,454.429,0.006492,0.97378,1.798,No Fail
766,41.2,0.2,4708,45,-45,45,-45,45,-45,Angle-Ply,441.587,0.006308,0.94626,1.762,No Fail
767,41.3,0.2,1929,45,-45,45,-45,45,-45,Angle-Ply,119.307,0.001704,0.25566,0.841,FAIL
768,41.4,0.2,3082,45,-45,45,-45,45,-45,Angle-Ply,204.767,0.002925,0.43879,1.085,No Fail
769,41.5,0.2,3058,45,-45,45,-45,45,-45,Angle-Ply,197.195,0.002817,0.42256,1.063,No Fail
770,41.6,0.2,3887,45,-45,45,-45,45,-45,Angle-Ply,374.288,0.005347,0.80205,1.569,No Fail
771,41.7,0.2,2619,45,-45,45,-45,45,-45,Angle-Ply,155.488,0.002221,0.33319,0.944,FAIL
772,41.8,0.2,1727,45,-45,45,-45,45,-45,Angle-Ply,113.025,0.001615,0.2422,0.823,FAIL
773,41.9,0.2,4620,45,-45,45,-45,45,-45,Angle-Ply,404.369,0.005777,0.8665,1.655,No Fail
774,42.0,0.2,3991,45,-45,45,-45,45,-45,Angle-Ply,303.117,0.00433,0.64954,1.366,No Fail
775,42.1,0.2,3732,45,-45,45,-45,45,-45,Angle-Ply,266.9,0.003813,0.57193,1.263,No Fail
776,42.2,0.2,3281,45,-45,45,-45,45,-45,Angle-Ply,232.59,0.003323,0.49841,1.165,No Fail
777,42.3,0.2,2203,45,-45,45,-45,45,-45,Angle-Ply,188.863,0.002698,0.40471,1.04,No Fail
778,42.4,0.2,4266,45,-45,45,-45,45,-45,Angle-Ply,409.762,0.005854,0.87806,1.671,No Fail
779,42.5,0.2,3439,45,-45,45,-45,45,-45,Angle-Ply,332.581,0.004751,0.71267,1.45,No Fail
780,42.6,0.2,4313,45,-45,45,-45,45,-45,Angle-Ply,389.942,0.005571,0.83559,1.614,No Fail
781,42.7,0.2,3642,45,-45,45,-45,45,-45,Angle-Ply,297.739,0.004253,0.63801,1.351,No Fail
782,42.8,0.2,2583,45,-45,45,-45,45,-45,Angle-Ply,233.601,0.003337,0.50057,1.167,No Fail
783,42.9,0.2,4016,45,-45,45,-45,45,-45,Angle-Ply,289.776,0.00414,0.62095,1.328,No Fail
784,43.0,0.2,4192,45,-45,45,-45,45,-45,Angle-Ply,359.969,0.005142,0.77136,1.528,No Fail
785,43.1,0.2,1758,45,-45,45,-45,45,-45,Angle-Ply,64.957,0.000928,0.13919,0.686,FAIL
786,43.2,0.2,3748,45,-45,45,-45,45,-45,Angle-Ply,263.787,0.003768,0.56526,1.254,No Fail
787,43.3,0.2,3880,45,-45,45,-45,45,-45,Angle-Ply,334.484,0.004778,0.71675,1.456,No Fail
788,43.4,0.2,4573,45,-45,45,-45,45,-45,Angle-Ply,420.661,0.006009,0.90142,1.702,No Fail
789,43.5,0.2,3739,45,-45,45,-45,45,-45,Angle-Ply,283.574,0.004051,0.60766,1.31,No Fail
790,43.6,0.2,4882,45,-45,45,-45,45,-45,Angle-Ply,471.596,0.006737,1.01056,1.847,No Fail
791,43.7,0.2,4687,45,-45,45,-45,45,-45,Angle-Ply,423.526,0.00605,0.90756,1.71,No Fail
792,43.8,0.2,1935,45,-45,45,-45,45,-45,Angle-Ply,166.948,0.002385,0.35775,0.977,FAIL
793,43.9,0.2,2076,45,-45,45,-45,45,-45,Angle-Ply,171.715,0.002453,0.36796,0.991,FAIL
794,44.0,0.2,3983,45,-45,45,-45,45,-45,Angle-Ply,359.28,0.005133,0.76989,1.527,No Fail
795,44.1,0.2,4793,45,-45,45,-45,45,-45,Angle-Ply,444.291,0.006347,0.95205,1.769,No Fail
796,44.2,0.2,4461,45,-45,45,-45,45,-45,Angle-Ply,349.111,0.004987,0.74809,1.497,No Fail
797,44.3,0.2,3723,45,-45,45,-45,45,-45,Angle-Ply,338.986,0.004843,0.7264,1.469,No Fail
798,44.4,0.2,1938,45,-45,45,-45,45,-45,Angle-Ply,113.823,0.001626,0.24391,0.825,FAIL
799,44.5,0.2,3367,45,-45,45,-45,45,-45,Angle-Ply,294.95,0.004214,0.63203,1.343,No Fail
800,44.6,0.2,2090,45,-45,45,-45,45,-45,Angle-Ply,135.466,0.001935,0.29029,0.887,FAIL
801,44.7,0.2,2040,45,-45,45,-45,45,-45,Angle-Ply,82.592,0.00118,0.17698,0.736,FAIL
802,44.8,0.2,4022,45,-45,45,-45,45,-45,Angle-Ply,327.256,0.004675,0.70126,1.435,No Fail
803,44.9,0.2,4449,45,-45,45,-45,45,-45,Angle-Ply,379.121,0.005416,0.8124,1.583,No Fail
804,45.0,0.2,4388,45,-45,45,-45,45,-45,Angle-Ply,377.069,0.005387,0.808,1.577,No Fail
805,45.1,0.2,1659,45,-45,45,-45,45,-45,Angle-Ply,140.12,0.002002,0.30026,0.9,FAIL
806,45.2,0.2,3519,45,-45,45,-45,45,-45,Angle-Ply,274.743,0.003925,0.58873,1.285,No Fail
807,45.3,0.2,4184,45,-45,45,-45,45,-45,Angle-Ply,345.588,0.004937,0.74055,1.487,No Fail
808,45.4,0.2,3736,45,-45,45,-45,45,-45,Angle-Ply,322.547,0.004608,0.69117,1.422,No Fail
809,45.5,0.2,3695,45,-45,45,-45,45,-45,Angle-Ply,309.28,0.004418,0.66274,1.384,No Fail
810,45.6,0.2,4848,45,-45,45,-45,45,-45,Angle-Ply,456.329,0.006519,0.97785,1.804,No Fail
811,45.7,0.2,4316,45,-45,45,-45,45,-45,Angle-Ply,378.014,0.0054,0.81003,1.58,No Fail
812,45.8,0.2,2541,45,-45,45,-45,45,-45,Angle-Ply,164.451,0.002349,0.35239,0.97,FAIL
813,45.9,0.2,1710,45,-45,45,-45,45,-45,Angle-Ply,140.766,0.002011,0.30164,0.902,FAIL
814,46.0,0.2,3195,45,-45,45,-45,45,-45,Angle-Ply,261.57,0.003737,0.56051,1.247,No Fail
815,46.1,0.2,3623,45,-45,45,-45,45,-45,Angle-Ply,333.283,0.004761,0.71418,1.452,No Fail
816,46.2,0.2,4014,45,-45,45,-45,45,-45,Angle-Ply,363.782,0.005197,0.77953,1.539,No Fail
817,46.3,0.2,4513,45,-45,45,-45,45,-45,Angle-Ply,372.08,0.005315,0.79731,1.563,No Fail
818,46.4,0.2,1958,45,-45,45,-45,45,-45,Angle-Ply,70.089,0.001001,0.15019,0.7,FAIL
819,46.5,0.2,3466,45,-45,45,-45,45,-45,Angle-Ply,298.286,0.004261,0.63918,1.352,No Fail
820,46.6,0.2,3133,45,-45,45,-45,45,-45,Angle-Ply,267.862,0.003827,0.57399,1.265,No Fail
821,46.7,0.2,2368,45,-45,45,-45,45,-45,Angle-Ply,190.826,0.002726,0.40891,1.045,No Fail
822,46.8,0.2,2516,45,-45,45,-45,45,-45,Angle-Ply,225.244,0.003218,0.48267,1.144,No Fail
823,46.9,0.2,3654,45,-45,45,-45,45,-45,Angle-Ply,317.124,0.00453,0.67955,1.406,No Fail
824,47.0,0.2,4529,45,-45,45,-45,45,-45,Angle-Ply,426.273,0.00609,0.91344,1.718,No Fail
825,47.1,0.2,2646,45,-45,45,-45,45,-45,Angle-Ply,232.523,0.003322,0.49826,1.164,No Fail
826,47.2,0.2,2595,45,-45,45,-45,45,-45,Angle-Ply,181.816,0.002597,0.38961,1.019,No Fail
827,47.3,0.2,3244,45,-45,45,-45,45,-45,Angle-Ply,231.927,0.003313,0.49699,1.163,No Fail
828,47.4,0.2,3246,45,-45,45,-45,45,-45,Angle-Ply,258.941,0.003699,0.55487,1.24,No Fail
829,47.5,0.2,1581,45,-45,45,-45,45,-45,Angle-Ply,101.438,0.001449,0.21737,0.79,FAIL
830,47.6,0.2,3269,45,-45,45,-45,45,-45,Angle-Ply,214.973,0.003071,0.46066,1.114,No Fail
831,47.7,0.2,2253,45,-45,45,-45,45,-45,Angle-Ply,102.922,0.00147,0.22055,0.794,FAIL
832,47.8,0.2,1677,45,-45,45,-45,45,-45,Angle-Ply,106.992,0.001528,0.22927,0.806,FAIL
833,47.9,0.2,4588,45,-45,45,-45,45,-45,Angle-Ply,406.076,0.005801,0.87016,1.66,No Fail
834,48.0,0.2,3147,45,-45,45,-45,45,-45,Angle-Ply,233.222,0.003332,0.49976,1.166,No Fail
835,48.1,0.2,4465,45,-45,45,-45,45,-45,Angle-Ply,388.269,0.005547,0.832,1.609,No Fail
836,48.2,0.2,4589,45,-45,45,-45,45,-45,Angle-Ply,413.028,0.0059,0.88506,1.68,No Fail
837,48.3,0.2,4173,45,-45,45,-45,45,-45,Angle-Ply,336.167,0.004802,0.72036,1.46,No Fail
838,48.4,0.2,2902,45,-45,45,-45,45,-45,Angle-Ply,237.899,0.003399,0.50978,1.18,No Fail
839,48.5,0.2,2181,45,-45,45,-45,45,-45,Angle-Ply,137.989,0.001971,0.29569,0.894,FAIL
840,48.6,0.2,1757,45,-45,45,-45,45,-45,Angle-Ply,94.047,0.001344,0.20153,0.769,FAIL
841,48.7,0.2,4175,45,-45,45,-45,45,-45,Angle-Ply,360.485,0.00515,0.77247,1.53,No Fail
842,48.8,0.2,4962,45,-45,45,-45,45,-45,Angle-Ply,469.666,0.00671,1.00643,1.842,No Fail
843,48.9,0.2,1916,45,-45,45,-45,45,-45,Angle-Ply,97.428,0.001392,0.20877,0.778,FAIL
844,49.0,0.2,2879,45,-45,45,-45,45,-45,Angle-Ply,169.587,0.002423,0.3634,0.985,FAIL
845,49.1,0.2,2687,45,-45,45,-45,45,-45,Angle-Ply,168.325,0.002405,0.3607,0.981,FAIL
846,49.2,0.2,4142,45,-45,45,-45,45,-45,Angle-Ply,309.97,0.004428,0.66422,1.386,No Fail
847,49.3,0.2,3282,45,-45,45,-45,45,-45,Angle-Ply,296.95,0.004242,0.63632,1.348,No Fail
848,49.4,0.2,1659,45,-45,45,-45,45,-45,Angle-Ply,89.116,0.001273,0.19096,0.755,FAIL
849,49.5,0.2,2666,45,-45,45,-45,45,-45,Angle-Ply,237.089,0.003387,0.50805,1.177,No Fail
850,49.6,0.2,3099,45,-45,45,-45,45,-45,Angle-Ply,247.577,0.003537,0.53052,1.207,No Fail
851,49.7,0.2,3304,45,-45,45,-45,45,-45,Angle-Ply,255.385,0.003648,0.54725,1.23,No Fail
852,49.8,0.2,3646,45,-45,45,-45,45,-45,Angle-Ply,322.319,0.004605,0.69068,1.421,No Fail
853,49.9,0.2,4967,45,-45,45,-45,45,-45,Angle-Ply,482.903,0.006899,1.03479,1.88,No Fail
854,50.0,0.2,2547,45,-45,45,-45,45,-45,Angle-Ply,159.264,0.002275,0.34128,0.955,FAIL
855,50.1,0.2,4399,45,-45,45,-45,45,-45,Angle-Ply,402.765,0.005754,0.86307,1.651,No Fail
856,50.2,0.2,3981,45,-45,45,-45,45,-45,Angle-Ply,336.411,0.004806,0.72088,1.461,No Fail
857,50.3,0.2,4355,45,-45,45,-45,45,-45,Angle-Ply,401.976,0.005743,0.86138,1.649,No Fail
858,50.4,0.2,3858,45,-45,45,-45,45,-45,Angle-Ply,340.916,0.00487,0.73053,1.474,No Fail
859,50.5,0.2,3543,45,-45,45,-45,45,-45,Angle-Ply,240.81,0.00344,0.51602,1.188,No Fail
860,50.6,0.2,4039,45,-45,45,-45,45,-45,Angle-Ply,314.123,0.004487,0.67312,1.397,No Fail
861,50.7,0.2,1593,45,-45,45,-45,45,-45,Angle-Ply,61.764,0.000882,0.13235,0.676,FAIL
862,50.8,0.2,4885,45,-45,45,-45,45,-45,Angle-Ply,440.297,0.00629,0.94349,1.758,No Fail
863,50.9,0.2,4217,45,-45,45,-45,45,-45,Angle-Ply,334.836,0.004783,0.7175,1.457,No Fail
864,51.0,0.2,4025,45,-45,45,-45,45,-45,Angle-Ply,336.305,0.004804,0.72065,1.461,No Fail
865,51.1,0.2,2097,45,-45,45,-45,45,-45,Angle-Ply,127.433,0.00182,0.27307,0.864,FAIL
866,51.2,0.2,3669,45,-45,45,-45,45,-45,Angle-Ply,292.325,0.004176,0.62641,1.335,No Fail
867,51.3,0.2,2017,45,-45,45,-45,45,-45,Angle-Ply,91.013,0.0013,0.19503,0.76,FAIL
868,51.4,0.2,1610,45,-45,45,-45,45,-45,Angle-Ply,64.415,0.00092,0.13803,0.684,FAIL
869,51.5,0.2,1885,45,-45,45,-45,45,-45,Angle-Ply,65.134,0.00093,0.13957,0.686,FAIL
870,51.6,0.2,2598,45,-45,45,-45,45,-45,Angle-Ply,242.531,0.003465,0.51971,1.193,No Fail
871,51.7,0.2,3917,45,-45,45,-45,45,-45,Angle-Ply,370.655,0.005295,0.79426,1.559,No Fail
872,51.8,0.2,4212,45,-45,45,-45,45,-45,Angle-Ply,374.619,0.005352,0.80275,1.57,No Fail
873,51.9,0.2,4555,45,-45,45,-45,45,-45,Angle-Ply,356.509,0.005093,0.76395,1.519,No Fail
874,52.0,0.2,1718,45,-45,45,-45,45,-45,Angle-Ply,70.072,0.001001,0.15015,0.7,FAIL
875,52.1,0.2,2226,45,-45,45,-45,45,-45,Angle-Ply,189.462,0.002707,0.40599,1.041,No Fail
876,52.2,0.2,3818,45,-45,45,-45,45,-45,Angle-Ply,341.216,0.004875,0.73118,1.475,No Fail
877,52.3,0.2,2598,45,-45,45,-45,45,-45,Angle-Ply,187.847,0.002684,0.40253,1.037,No Fail
878,52.4,0.2,4692,45,-45,45,-45,45,-45,Angle-Ply,452.079,0.006458,0.96874,1.792,No Fail
879,52.5,0.2,2740,45,-45,45,-45,45,-45,Angle-Ply,222.949,0.003185,0.47775,1.137,No Fail
880,52.6,0.2,4023,45,-45,45,-45,45,-45,Angle-Ply,315.135,0.004502,0.67529,1.4,No Fail
881,52.7,0.2,3927,45,-45,45,-45,45,-45,Angle-Ply,318.595,0.004551,0.6827,1.41,No Fail
882,52.8,0.2,2173,45,-45,45,-45,45,-45,Angle-Ply,132.788,0.001897,0.28454,0.879,FAIL
883,52.9,0.2,3453,45,-45,45,-45,45,-45,Angle-Ply,310.333,0.004433,0.665,1.387,No Fail
884,53.0,0.2,4905,45,-45,45,-45,45,-45,Angle-Ply,469.475,0.006707,1.00602,1.841,No Fail
885,53.1,0.2,2512,45,-45,45,-45,45,-45,Angle-Ply,203.101,0.002901,0.43522,1.08,No Fail
886,53.2,0.2,3967,45,-45,45,-45,45,-45,Angle-Ply,370.1,0.005287,0.79307,1.557,No Fail
887,53.3,0.2,2721,45,-45,45,-45,45,-45,Angle-Ply,223.607,0.003194,0.47916,1.139,No Fail
888,53.4,0.2,4284,45,-45,45,-45,45,-45,Angle-Ply,325.824,0.004655,0.69819,1.431,No Fail
889,53.5,0.2,1927,45,-45,45,-45,45,-45,Angle-Ply,142.535,0.002036,0.30543,0.907,FAIL
890,53.6,0.2,2829,45,-45,45,-45,45,-45,Angle-Ply,196.449,0.002806,0.42096,1.061,No Fail
891,53.7,0.2,4364,45,-45,45,-45,45,-45,Angle-Ply,329.489,0.004707,0.70605,1.441,No Fail
892,53.8,0.2,4316,45,-45,45,-45,45,-45,Angle-Ply,327.047,0.004672,0.70082,1.434,No Fail
893,53.9,0.2,2507,45,-45,45,-45,45,-45,Angle-Ply,203.355,0.002905,0.43576,1.081,No Fail
894,54.0,0.2,2712,45,-45,45,-45,45,-45,Angle-Ply,179.798,0.002569,0.38528,1.014,No Fail
895,54.1,0.2,2398,45,-45,45,-45,45,-45,Angle-Ply,175.159,0.002502,0.37534,1.0,No Fail
896,54.2,0.2,2207,45,-45,45,-45,45,-45,Angle-Ply,150.641,0.002152,0.3228,0.93,FAIL
897,54.3,0.2,4766,45,-45,45,-45,45,-45,Angle-Ply,420.517,0.006007,0.90111,1.701,No Fail
898,54.4,0.2,1980,45,-45,45,-45,45,-45,Angle-Ply,102.703,0.001467,0.22008,0.793,FAIL
899,54.5,0.2,3554,45,-45,45,-45,45,-45,Angle-Ply,281.329,0.004019,0.60285,1.304,No Fail
900,54.6,0.2,3844,45,-45,45,-45,45,-45,Angle-Ply,353.012,0.005043,0.75645,1.509,No Fail
901,54.7,0.2,3733,45,-45,45,-45,45,-45,Angle-Ply,309.791,0.004426,0.66384,1.385,No Fail
902,54.8,0.2,2947,45,-45,45,-45,45,-45,Angle-Ply,276.559,0.003951,0.59263,1.29,No Fail
903,54.9,0.2,1852,45,-45,45,-45,45,-45,Angle-Ply,86.531,0.001236,0.18542,0.747,FAIL
904,55.0,0.2,1518,45,-45,45,-45,45,-45,Angle-Ply,60.0,0.000857,0.12857,0.671,FAIL
905,55.1,0.2,4752,45,-45,45,-45,45,-45,Angle-Ply,417.762,0.005968,0.8952,1.694,No Fail
906,55.2,0.2,4773,45,-45,45,-45,45,-45,Angle-Ply,435.496,0.006221,0.93321,1.744,No Fail
907,55.3,0.2,3171,45,-45,45,-45,45,-45,Angle-Ply,211.608,0.003023,0.45345,1.105,No Fail
908,55.4,0.2,4874,45,-45,45,-45,45,-45,Angle-Ply,468.818,0.006697,1.00461,1.839,No Fail
909,55.5,0.2,3761,45,-45,45,-45,45,-45,Angle-Ply,335.463,0.004792,0.71885,1.458,No Fail
910,55.6,0.2,1813,45,-45,45,-45,45,-45,Angle-Ply,61.759,0.000882,0.13234,0.676,FAIL
911,55.7,0.2,3373,45,-45,45,-45,45,-45,Angle-Ply,266.281,0.003804,0.5706,1.261,No Fail
912,55.8,0.2,4778,45,-45,45,-45,45,-45,Angle-Ply,401.964,0.005742,0.86135,1.648,No Fail
913,55.9,0.2,2113,45,-45,45,-45,45,-45,Angle-Ply,93.546,0.001336,0.20046,0.767,FAIL
914,56.0,0.2,2115,45,-45,45,-45,45,-45,Angle-Ply,97.166,0.001388,0.20821,0.778,FAIL
915,56.1,0.2,4990,45,-45,45,-45,45,-45,Angle-Ply,403.61,0.005766,0.86488,1.653,No Fail
916,56.2,0.2,3234,45,-45,45,-45,45,-45,Angle-Ply,270.38,0.003863,0.57939,1.273,No Fail
917,56.3,0.2,4867,45,-45,45,-45,45,-45,Angle-Ply,388.532,0.00555,0.83257,1.61,No Fail
918,56.4,0.2,4569,45,-45,45,-45,45,-45,Angle-Ply,357.397,0.005106,0.76585,1.521,No Fail
919,56.5,0.2,3488,45,-45,45,-45,45,-45,Angle-Ply,339.689,0.004853,0.7279,1.471,No Fail
920,56.6,0.2,4940,45,-45,45,-45,45,-45,Angle-Ply,485.983,0.006943,1.04139,1.889,No Fail
921,56.7,0.2,4962,45,-45,45,-45,45,-45,Angle-Ply,469.147,0.006702,1.00531,1.84,No Fail
922,56.8,0.2,3229,45,-45,45,-45,45,-45,Angle-Ply,254.022,0.003629,0.54433,1.226,No Fail
923,56.9,0.2,4479,45,-45,45,-45,45,-45,Angle-Ply,346.336,0.004948,0.74215,1.49,No Fail
924,57.0,0.2,2175,45,-45,45,-45,45,-45,Angle-Ply,148.336,0.002119,0.31786,0.924,FAIL
925,57.1,0.2,2069,45,-45,45,-45,45,-45,Angle-Ply,175.257,0.002504,0.37555,1.001,No Fail
926,57.2,0.2,2400,45,-45,45,-45,45,-45,Angle-Ply,173.683,0.002481,0.37218,0.996,FAIL
927,57.3,0.2,4078,45,-45,45,-45,45,-45,Angle-Ply,384.332,0.00549,0.82357,1.598,No Fail
928,57.4,0.2,3487,45,-45,45,-45,45,-45,Angle-Ply,255.218,0.003646,0.5469,1.229,No Fail
929,57.5,0.2,2114,45,-45,45,-45,45,-45,Angle-Ply,110.551,0.001579,0.23689,0.816,FAIL
930,57.6,0.2,4640,45,-45,45,-45,45,-45,Angle-Ply,372.618,0.005323,0.79847,1.565,No Fail
931,57.7,0.2,3303,45,-45,45,-45,45,-45,Angle-Ply,231.461,0.003307,0.49599,1.161,No Fail
932,57.8,0.2,3842,45,-45,45,-45,45,-45,Angle-Ply,369.611,0.00528,0.79202,1.556,No Fail
933,57.9,0.2,1992,45,-45,45,-45,45,-45,Angle-Ply,159.195,0.002274,0.34113,0.955,FAIL
934,58.0,0.2,2368,45,-45,45,-45,45,-45,Angle-Ply,184.813,0.00264,0.39603,1.028,No Fail
935,58.1,0.2,2324,45,-45,45,-45,45,-45,Angle-Ply,186.862,0.002669,0.40042,1.034,No Fail
936,58.2,0.2,4839,45,-45,45,-45,45,-45,Angle-Ply,405.219,0.005789,0.86833,1.658,No Fail
937,58.3,0.2,4030,45,-45,45,-45,45,-45,Angle-Ply,366.639,0.005238,0.78566,1.548,No Fail
938,58.4,0.2,3788,45,-45,45,-45,45,-45,Angle-Ply,371.857,0.005312,0.79684,1.562,No Fail
939,58.5,0.2,1717,45,-45,45,-45,45,-45,Angle-Ply,74.664,0.001067,0.15999,0.713,FAIL
940,58.6,0.2,2574,45,-45,45,-45,45,-45,Angle-Ply,229.205,0.003274,0.49115,1.155,No Fail
941,58.7,0.2,3259,45,-45,45,-45,45,-45,Angle-Ply,272.168,0.003888,0.58322,1.278,No Fail
942,58.8,0.2,3962,45,-45,45,-45,45,-45,Angle-Ply,295.272,0.004218,0.63273,1.344,No Fail
943,58.9,0.2,1911,45,-45,45,-45,45,-45,Angle-Ply,136.798,0.001954,0.29314,0.891,FAIL
944,59.0,0.2,2533,45,-45,45,-45,45,-45,Angle-Ply,138.582,0.00198,0.29696,0.896,FAIL
945,59.1,0.2,2267,45,-45,45,-45,45,-45,Angle-Ply,142.451,0.002035,0.30525,0.907,FAIL
946,59.2,0.2,2036,45,-45,45,-45,45,-45,Angle-Ply,169.479,0.002421,0.36317,0.984,FAIL
947,59.3,0.2,3620,45,-45,45,-45,45,-45,Angle-Ply,274.214,0.003917,0.5876,1.283,No Fail
948,59.4,0.2,3422,45,-45,45,-45,45,-45,Angle-Ply,288.699,0.004124,0.61864,1.325,No Fail
949,59.5,0.2,3381,45,-45,45,-45,45,-45,Angle-Ply,278.332,0.003976,0.59643,1.295,No Fail
950,59.6,0.2,2264,45,-45,45,-45,45,-45,Angle-Ply,136.837,0.001955,0.29322,0.891,FAIL
951,59.7,0.2,4142,45,-45,45,-45,45,-45,Angle-Ply,384.565,0.005494,0.82407,1.599,No Fail
952,59.8,0.2,1787,45,-45,45,-45,45,-45,Angle-Ply,62.648,0.000895,0.13425,0.679,FAIL
953,59.9,0.2,3963,45,-45,45,-45,45,-45,Angle-Ply,343.775,0.004911,0.73666,1.482,No Fail
954,60.0,0.2,3475,45,-45,45,-45,45,-45,Angle-Ply,330.821,0.004726,0.7089,1.445,No Fail
955,60.1,0.2,3417,45,-45,45,-45,45,-45,Angle-Ply,326.342,0.004662,0.6993,1.432,No Fail
